n, x, pi, p
16, 12,0.15, 1.23265686714e-07
16, 12,0.2, 3.053453312e-06
16, 12,0.25, 3.43238934875e-05
16, 12,0.3, 0.000232230151062
16, 12,0.35, 0.00109784580509
16, 12,0.4, 0.00395727549235
16, 12,0.45, 0.0114834480826
16, 12,0.5, 0.0277709960937
16, 13,0.01, 5.4336744e-24
16, 13,0.05, 5.86096191406e-15
16, 13,0.1, 4.0824e-11
16, 13,0.15, 6.69315945959e-09
16, 13,0.2, 2.34881024e-07
16, 13,0.25, 3.52039933205e-06
16, 13,0.3, 3.0623756184e-05
16, 13,0.35, 0.000181891612677
16, 13,0.4, 0.000811748818944
16, 13,0.45, 0.00289093797883
16, 13,0.5, 0.008544921875
16, 14,0.01, 1.17612e-26
16, 14,0.05, 6.61010742188e-17
16, 14,0.1, 9.72e-13
16, 14,0.15, 2.5310266864e-10
16, 14,0.2, 1.2582912e-08
16, 14,0.25, 2.51457095146e-07
16, 14,0.3, 2.812385772e-06
16, 14,0.35, 2.09874937704e-05
16, 14,0.4, 0.000115964116992
16, 14,0.45, 0.000506852762521
16, 14,0.5, 0.0018310546875
16, 15,0.01, 1.584e-29
16, 15,0.05, 4.638671875e-19
16, 15,0.1, 1.44e-14
16, 15,0.15, 5.95535690918e-12
16, 15,0.2, 4.194304e-10
16, 15,0.25, 1.11758708954e-08
16, 15,0.3, 1.607077584e-07
16, 15,0.35, 1.50679442454e-06
16, 15,0.4, 1.03079215104e-05
16, 15,0.45, 5.52930286387e-05
16, 15,0.5, 0.000244140625
16, 16,0.01, 1e-32
16, 16,0.05, 1.52587890625e-21
16, 16,0.1, 1e-16
16, 16,0.15, 6.56840835571e-14
16, 16,0.2, 6.5536e-12
16, 16,0.25, 2.32830643654e-10
16, 16,0.3, 4.3046721e-09
16, 16,0.35, 5.0709427749e-08
16, 16,0.4, 4.294967296e-07
16, 16,0.45, 2.82748441902e-06
16, 16,0.5, 1.52587890625e-05
17, 0,0.01, 0.842943193384
17, 0,0.05, 0.418120335219
17, 0,0.1, 0.166771816997
17, 0,0.15, 0.0631134233007
17, 0,0.2, 0.0225179981369
17, 0,0.25, 0.00751694681821
17, 0,0.3, 0.00232630513987
17, 0,0.35, 0.000659974359084
17, 0,0.4, 0.000169266594447
17, 0,0.45, 3.85625479507e-05
17, 0,0.5, 7.62939453125e-06
17, 1,0.01, 0.144747821086
17, 1,0.05, 0.374107668354
17, 1,0.1, 0.315013432105
17, 1,0.15, 0.189340269902
17, 1,0.2, 0.0957014920816
17, 1,0.25, 0.0425960319699
17, 1,0.3, 0.0169487945905
17, 1,0.35, 0.00604130374854
17, 1,0.4, 0.00191835473707
17, 1,0.45, 0.000536369985132
17, 1,0.5, 0.000129699707031
17, 2,0.01, 0.0116967936231
17, 2,0.05, 0.157519018254
17, 2,0.1, 0.280011939649
17, 2,0.15, 0.26730391045
17, 2,0.2, 0.191402984163
17, 2,0.25, 0.113589418586
17, 2,0.3, 0.0581101528817
17, 2,0.35, 0.026024077686
17, 2,0.4, 0.0102312252644
17, 2,0.45, 0.00351078535723
17, 2,0.5, 0.00103759765625
17, 3,0.01, 0.000590747152683
17, 3,0.05, 0.0414523732248
17, 3,0.1, 0.155562188694
17, 3,0.15, 0.235856391573
17, 3,0.2, 0.239253730204
17, 3,0.25, 0.189315697644
17, 3,0.3, 0.124521756175
17, 3,0.35, 0.0700648245392
17, 3,0.4, 0.0341040842146
17, 3,0.45, 0.0143623037341
17, 3,0.5, 0.00518798828125
17, 4,0.01, 2.08850003474e-05
17, 4,0.05, 0.00763596348878
17, 4,0.1, 0.0604964067142
17, 4,0.15, 0.14567600656
17, 4,0.2, 0.209347013929
17, 4,0.25, 0.220868313918
17, 4,0.3, 0.186782634263
17, 4,0.35, 0.132045246247
17, 4,0.4, 0.0795761965007
17, 4,0.45, 0.0411284152386
17, 4,0.5, 0.0181579589844
17, 5,0.01, 5.48494958618e-07
17, 5,0.05, 0.00104492131952
17, 5,0.1, 0.0174767397174
17, 5,0.15, 0.0668395794805
17, 5,0.2, 0.136075559054
17, 5,0.25, 0.191419205396
17, 5,0.3, 0.208129221035
17, 5,0.35, 0.184863344746
17, 5,0.4, 0.137932073935
17, 5,0.45, 0.0874913560531
17, 5,0.5, 0.0472106933594
17, 6,0.01, 1.10807062347e-08
17, 6,0.05, 0.000109991717844
17, 6,0.1, 0.00388371993721
17, 6,0.15, 0.0235904398166
17, 6,0.2, 0.0680377795268
17, 6,0.25, 0.127612803597
17, 6,0.3, 0.178396475173
17, 6,0.35, 0.199083602034
17, 6,0.4, 0.183909431913
17, 6,0.45, 0.143167673541
17, 6,0.5, 0.0944213867187
17, 7,0.01, 1.75884225948e-10
17, 7,0.05, 9.09705937055e-06
17, 7,0.1, 0.000678109830306
17, 7,0.15, 0.00654188667184
17, 7,0.2, 0.0267291276712
17, 7,0.25, 0.0668448018841
17, 7,0.3, 0.120144564913
17, 7,0.35, 0.168455355567
17, 7,0.4, 0.192667023909
17, 7,0.45, 0.184072723125
17, 7,0.5, 0.148376464844
17, 8,0.01, 2.22076042863e-12
17, 8,0.05, 5.98490748063e-07
17, 8,0.1, 9.41819208759e-05
17, 8,0.15, 0.00144306323644
17, 8,0.2, 0.00835285239726
17, 8,0.25, 0.0278520007851
17, 8,0.3, 0.0643631597746
17, 8,0.35, 0.113383412401
17, 8,0.4, 0.160555853257
17, 8,0.45, 0.188256194105
17, 8,0.5, 0.185470581055
17, 9,0.01, 2.24319235215e-14
17, 9,0.05, 3.14995130559e-08
17, 9,0.1, 1.04646578751e-05
17, 9,0.15, 0.000254658218195
17, 9,0.2, 0.00208821309932
17, 9,0.25, 0.00928400026169
17, 9,0.3, 0.027584211332
17, 9,0.35, 0.0610526066775
17, 9,0.4, 0.107037235505
17, 9,0.45, 0.154027795177
17, 9,0.5, 0.185470581055
17, 10,0.01, 1.81268068861e-16
17, 10,0.05, 1.32629528657e-09
17, 10,0.1, 9.3019181112e-07
17, 10,0.15, 3.5951748451e-05
17, 10,0.2, 0.000417642619863
17, 10,0.25, 0.00247573340312
17, 10,0.3, 0.00945744388525
17, 10,0.35, 0.0262995844149
17, 10,0.4, 0.0570865256025
17, 10,0.45, 0.100818193207
17, 10,0.5, 0.148376464844
17, 11,0.01, 1.1651758329e-18
17, 11,0.05, 4.44213732343e-11
17, 11,0.1, 6.577113816e-08
17, 11,0.15, 4.03736212551e-06
17, 11,0.2, 6.64431440691e-05
17, 11,0.25, 0.000525155570358
17, 11,0.3, 0.0025793028778
17, 11,0.35, 0.0090117457086
17, 11,0.4, 0.0242185260132
17, 11,0.45, 0.052492117124
17, 11,0.5, 0.0944213867187
17, 12,0.01, 5.88472642878e-21
17, 12,0.05, 1.16898350616e-12
17, 12,0.1, 3.65395212e-09
17, 12,0.15, 3.56237834604e-07
17, 12,0.2, 8.30539300864e-06
17, 12,0.25, 8.7525928393e-05
17, 12,0.3, 0.000552707759528
17, 12,0.35, 0.00242623922924
17, 12,0.4, 0.0080728420044
17, 12,0.45, 0.0214740479144
17, 12,0.5, 0.0472106933594
17, 13,0.01, 2.2862185038e-23
17, 13,0.05, 2.3663633728e-14
17, 13,0.1, 1.561518e-10
17, 13,0.15, 2.41790385478e-08
17, 13,0.2, 7.985954816e-07
17, 13,0.25, 1.12212728709e-05
17, 13,0.3, 9.11056746474e-05
17, 13,0.35, 0.00050247558002
17, 13,0.4, 0.00206995948831
17, 13,0.45, 0.00675756752551
17, 13,0.5, 0.0181579589844
17, 14,0.01, 6.5980332e-26
17, 14,0.05, 3.55844116211e-16
17, 14,0.1, 4.9572e-12
17, 14,0.15, 1.21911118728e-09
17, 14,0.2, 5.70425344e-08
17, 14,0.25, 1.06869265437e-06
17, 14,0.3, 1.11557968956e-05
17, 14,0.35, 7.73039353877e-05
17, 14,0.4, 0.000394277997773
17, 14,0.45, 0.00157969110986
17, 14,0.5, 0.00518798828125
17, 15,0.01, 1.332936e-28
17, 15,0.05, 3.74572753906e-18
17, 15,0.1, 1.1016e-13
17, 15,0.15, 4.30274536688e-11
17, 15,0.2, 2.85212672e-09
17, 15,0.25, 7.12461769581e-08
17, 15,0.3, 9.5621116248e-07
17, 15,0.35, 8.3250391956e-06
17, 15,0.4, 5.2570399703e-05
17, 15,0.45, 0.000258494908886
17, 15,0.5, 0.00103759765625
17, 16,0.01, 1.683e-31
17, 16,0.05, 2.46429443359e-20
17, 16,0.1, 1.53e-15
17, 16,0.15, 9.49135007401e-13
17, 16,0.2, 8.912896e-11
17, 16,0.25, 2.96859070659e-09
17, 16,0.3, 5.122559799e-08
17, 16,0.35, 5.60339176627e-07
17, 16,0.4, 4.38086664192e-06
17, 16,0.45, 2.64369793179e-05
17, 16,0.5, 0.000129699707031
17, 17,0.01, 1e-34
17, 17,0.05, 7.62939453125e-23
17, 17,0.1, 1e-17
17, 17,0.15, 9.85261253357e-15
17, 17,0.2, 1.31072e-12
17, 17,0.25, 5.82076609135e-11
17, 17,0.3, 1.29140163e-09
17, 17,0.35, 1.77482997122e-08
17, 17,0.4, 1.7179869184e-07
17, 17,0.45, 1.27236798856e-06
17, 17,0.5, 7.62939453125e-06
18, 0,0.01, 0.83451376145
18, 0,0.05, 0.397214318458
18, 0,0.1, 0.150094635297
18, 0,0.15, 0.0536464098056
18, 0,0.2, 0.0180143985095
18, 0,0.25, 0.00563771011366
18, 0,0.3, 0.00162841359791
18, 0,0.35, 0.000428983333404
18, 0,0.4, 0.000101559956668
18, 0,0.45, 2.12094013729e-05
18, 0,0.5, 3.81469726562e-06
18, 1,0.01, 0.151729774809
18, 1,0.05, 0.376308301697
18, 1,0.1, 0.300189270594
18, 1,0.15, 0.170406242912
18, 1,0.2, 0.0810647932927
18, 1,0.25, 0.033826260682
18, 1,0.3, 0.0125620477553
18, 1,0.35, 0.00415783846223
18, 1,0.4, 0.00121871948002
18, 1,0.45, 0.000312356638401
18, 1,0.5, 6.86645507812e-05
18, 2,0.01, 0.0130273038978
18, 2,0.05, 0.168348450759
18, 2,0.1, 0.283512088894
18, 2,0.15, 0.255609364368
18, 2,0.2, 0.172262685747
18, 2,0.25, 0.0958410719322
18, 2,0.3, 0.0457617453943
18, 2,0.35, 0.0190301068079
18, 2,0.4, 0.00690607705345
18, 2,0.45, 0.00217229843979
18, 2,0.5, 0.000583648681641
18, 3,0.01, 0.000701807617387
18, 3,0.05, 0.0472557054763
18, 3,0.1, 0.168007163789
18, 3,0.15, 0.240573519405
18, 3,0.2, 0.229683580996
18, 3,0.25, 0.17038412788
18, 3,0.3, 0.104598275187
18, 3,0.35, 0.0546505631406
18, 3,0.4, 0.0245549406345
18, 3,0.45, 0.00947912046452
18, 3,0.5, 0.00311279296875
18, 4,0.01, 2.65836218707e-05
18, 4,0.05, 0.00932678397558
18, 4,0.1, 0.0700029849122
18, 4,0.15, 0.159203064312
18, 4,0.2, 0.215328357184
18, 4,0.25, 0.212980159849
18, 4,0.3, 0.168104370836
18, 4,0.35, 0.110352098649
18, 4,0.4, 0.0613873515862
18, 4,0.45, 0.0290836650616
18, 4,0.5, 0.0116729736328
18, 5,0.01, 7.51860012506e-07
18, 5,0.05, 0.00137447342798
18, 5,0.1, 0.0217787064171
18, 5,0.15, 0.0786650435424
18, 5,0.2, 0.150729850029
18, 5,0.25, 0.198781482526
18, 5,0.3, 0.201725245004
18, 5,0.35, 0.166377010271
18, 5,0.4, 0.114589722961
18, 5,0.45, 0.0666280326866
18, 5,0.5, 0.0326843261719
18, 6,0.01, 1.64548487585e-08
18, 6,0.05, 0.000156738197928
18, 6,0.1, 0.00524302191523
18, 6,0.15, 0.0300778107662
18, 6,0.2, 0.0816453354321
18, 6,0.25, 0.143564404047
18, 6,0.3, 0.187316298932
18, 6,0.35, 0.194106511983
18, 6,0.4, 0.165518488721
18, 6,0.45, 0.118113330672
18, 6,0.5, 0.0708160400391
18, 7,0.01, 2.84932446035e-10
18, 7,0.05, 1.41417922942e-05
18, 7,0.1, 0.000998670840997
18, 7,0.15, 0.00909916964356
18, 7,0.2, 0.0349908580423
18, 7,0.25, 0.0820368023124
18, 7,0.3, 0.137620137991
18, 7,0.35, 0.179175241831
18, 7,0.4, 0.18916398711
18, 7,0.45, 0.165665450812
18, 7,0.5, 0.121398925781
18, 8,0.01, 3.95739508382e-12
18, 8,0.05, 1.02341917919e-06
18, 8,0.1, 0.000152574711819
18, 8,0.15, 0.00220788675175
18, 8,0.2, 0.0120281074521
18, 8,0.25, 0.0376002010598
18, 8,0.3, 0.081097581316
18, 8,0.35, 0.132658592509
18, 8,0.4, 0.173400321518
18, 8,0.45, 0.186373632164
18, 8,0.5, 0.166923522949
18, 9,0.01, 4.44152085727e-14
18, 9,0.05, 5.98490748063e-08
18, 9,0.1, 1.88363841752e-05
18, 9,0.15, 0.000432918970931
18, 9,0.2, 0.0033411409589
18, 9,0.25, 0.0139260003925
18, 9,0.3, 0.0386178958648
18, 9,0.35, 0.0793683886807
18, 9,0.4, 0.128444682606
18, 9,0.45, 0.169430574694
18, 9,0.5, 0.185470581055
18, 10,0.01, 4.03774623388e-16
18, 10,0.05, 2.83495617503e-09
18, 10,0.1, 1.88363841752e-06
18, 10,0.15, 6.87577189125e-05
18, 10,0.2, 0.000751756715753
18, 10,0.25, 0.00417780011776
18, 10,0.3, 0.0148954741193
18, 10,0.35, 0.0384631422068
18, 10,0.4, 0.0770668095634
18, 10,0.45, 0.124762514093
18, 10,0.5, 0.166923522949
18, 11,0.01, 2.96620476318e-18
18, 11,0.05, 1.08515068901e-10
18, 11,0.1, 1.52213205456e-07
18, 11,0.15, 8.82452007433e-06
18, 11,0.2, 0.000136683039228
18, 11,0.25, 0.00101280002855
18, 11,0.3, 0.00464274518003
18, 11,0.35, 0.0150624892558
18, 11,0.4, 0.0373657258489
18, 11,0.45, 0.0742388513612
18, 11,0.5, 0.121398925781
18, 12,0.01, 1.74776374935e-20
18, 12,0.05, 3.33160299257e-12
18, 12,0.1, 9.865670724e-09
18, 12,0.15, 9.0840647824e-07
18, 12,0.2, 1.99329432207e-05
18, 12,0.25, 0.000196933338884
18, 12,0.3, 0.00116068629501
18, 12,0.35, 0.00473116649702
18, 12,0.4, 0.0145311156079
18, 12,0.45, 0.0354321790587
18, 12,0.5, 0.0708160400391
18, 13,0.01, 8.14808274754e-23
18, 13,0.05, 8.09296273499e-14
18, 13,0.1, 5.05931832e-10
18, 13,0.15, 7.39878579562e-08
18, 13,0.2, 2.29995498701e-06
18, 13,0.25, 3.02974367514e-05
18, 13,0.3, 0.000229586300111
18, 13,0.35, 0.00117579285725
18, 13,0.4, 0.00447111249474
18, 13,0.45, 0.0133799837005
18, 13,0.5, 0.0326843261719
18, 14,0.01, 2.9394237906e-25
18, 14,0.05, 1.5212335968e-15
18, 14,0.1, 2.007666e-11
18, 14,0.15, 4.66310029136e-09
18, 14,0.2, 2.0535312384e-07
18, 14,0.25, 3.6068377085e-06
18, 14,0.3, 3.51407602211e-05
18, 14,0.35, 0.000226114011009
18, 14,0.4, 0.00106455059399
18, 14,0.45, 0.0039097354969
18, 14,0.5, 0.0116729736328
18, 15,0.01, 7.91763984e-28
18, 15,0.05, 2.13506469727e-17
18, 15,0.1, 5.94864e-13
18, 15,0.15, 2.19440013711e-10
18, 15,0.2, 1.3690208256e-08
18, 15,0.25, 3.20607796311e-07
18, 15,0.3, 4.01608688242e-06
18, 15,0.35, 3.24676528628e-05
18, 15,0.4, 0.000189253438931
18, 15,0.45, 0.000853033199324
18, 15,0.5, 0.00311279296875
18, 16,0.01, 1.499553e-30
18, 16,0.05, 2.10697174072e-19
18, 16,0.1, 1.2393e-14
18, 16,0.15, 7.26088280661e-12
18, 16,0.2, 6.41728512e-10
18, 16,0.25, 2.00379872695e-08
18, 16,0.3, 3.22721267337e-07
18, 16,0.35, 3.27798418327e-06
18, 16,0.4, 2.36566798664e-05
18, 16,0.45, 0.000130863047623
18, 16,0.5, 0.000583648681641
18, 17,0.01, 1.782e-33
18, 17,0.05, 1.30462646484e-21
18, 17,0.1, 1.62e-16
18, 17,0.15, 1.50744971764e-13
18, 17,0.2, 1.8874368e-11
18, 17,0.25, 7.85803422332e-10
18, 17,0.3, 1.6271660538e-08
18, 17,0.35, 2.07655106632e-07
18, 17,0.4, 1.85542587187e-06
18, 17,0.45, 1.25964430868e-05
18, 17,0.5, 6.86645507812e-05
18, 18,0.01, 1e-36
18, 18,0.05, 3.81469726563e-24
18, 18,0.1, 1e-18
18, 18,0.15, 1.47789188004e-15
18, 18,0.2, 2.62144e-13
18, 18,0.25, 1.45519152284e-11
18, 18,0.3, 3.87420489e-10
18, 18,0.35, 6.21190489926e-09
18, 18,0.4, 6.8719476736e-08
18, 18,0.45, 5.72565594852e-07
18, 18,0.5, 3.81469726562e-06
19, 0,0.01, 0.826168623836
19, 0,0.05, 0.377353602535
19, 0,0.1, 0.135085171767
19, 0,0.15, 0.0455994483347
19, 0,0.2, 0.0144115188076
19, 0,0.25, 0.00422828258525
19, 0,0.3, 0.00113988951854
19, 0,0.35, 0.000278839166713
19, 0,0.4, 6.0935974001e-05
19, 0,0.45, 1.16651707551e-05
19, 0,0.5, 1.90734863281e-06
19, 1,0.01, 0.158557614676
19, 1,0.05, 0.377353602535
19, 1,0.1, 0.285179807064
19, 1,0.15, 0.152892267946
19, 1,0.2, 0.068454714336
19, 1,0.25, 0.0267791230399
19, 1,0.3, 0.00928195750809
19, 1,0.35, 0.00285273916714
19, 1,0.4, 0.00077185567068
19, 1,0.45, 0.000181340381738
19, 1,0.5, 3.62396240234e-05
19, 2,0.01, 0.0144143286069
19, 2,0.05, 0.178746443306
19, 2,0.1, 0.285179807064
19, 2,0.15, 0.242828896149
19, 2,0.2, 0.154023107256
19, 2,0.25, 0.0803373691197
19, 2,0.3, 0.0358018361026
19, 2,0.35, 0.0138248128869
19, 2,0.4, 0.00463113402408
19, 2,0.45, 0.00133532462916
19, 2,0.5, 0.000326156616211
19, 3,0.01, 0.000825062580191
19, 3,0.05, 0.0533103427404
19, 3,0.1, 0.1795576563
19, 3,0.15, 0.242828896149
19, 3,0.2, 0.218199401946
19, 3,0.25, 0.151748363893
19, 3,0.3, 0.0869473162492
19, 3,0.35, 0.0421834034241
19, 3,0.4, 0.0174953952021
19, 3,0.45, 0.00619105055339
19, 3,0.5, 0.0018482208252
19, 4,0.01, 3.33358618259e-05
19, 4,0.05, 0.0112232300506
19, 4,0.1, 0.0798034027999
19, 4,0.15, 0.171408632576
19, 4,0.2, 0.218199401946
19, 4,0.25, 0.202331151857
19, 4,0.3, 0.149052542142
19, 4,0.35, 0.0908565612212
19, 4,0.4, 0.0466543872055
19, 4,0.45, 0.0202616199929
19, 4,0.5, 0.00739288330078
19, 5,0.01, 1.01017763109e-06
19, 5,0.05, 0.00177208895536
19, 5,0.1, 0.0266011342666
19, 5,0.15, 0.0907457466579
19, 5,0.2, 0.16364955146
19, 5,0.25, 0.202331151857
19, 5,0.3, 0.191638982753
19, 5,0.35, 0.146768291204
19, 5,0.4, 0.0933087744111
19, 5,0.45, 0.0497330672553
19, 5,0.5, 0.0221786499023
19, 6,0.01, 2.3808900396e-08
19, 6,0.05, 0.00021762495943
19, 6,0.1, 0.00689659036542
19, 6,0.15, 0.0373658956826
19, 6,0.2, 0.0954622383514
19, 6,0.25, 0.157368673666
19, 6,0.3, 0.191638982753
19, 6,0.35, 0.184401186384
19, 6,0.4, 0.145146982417
19, 6,0.45, 0.0949449465784
19, 6,0.5, 0.0517501831055
19, 7,0.01, 4.4663160916e-10
19, 7,0.05, 2.12716125759e-05
19, 7,0.1, 0.00142310594842
19, 7,0.15, 0.012245965812
19, 7,0.2, 0.0443217535203
19, 7,0.25, 0.0974187027459
19, 7,0.3, 0.152528986273
19, 7,0.35, 0.184401186384
19, 7,0.4, 0.179705787755
19, 7,0.45, 0.144266996749
19, 7,0.5, 0.0961074829102
19, 8,0.01, 6.76714559334e-12
19, 8,0.05, 1.67933783494e-06
19, 8,0.1, 0.000237184324737
19, 8,0.15, 0.00324157918552
19, 8,0.2, 0.0166206575701
19, 8,0.25, 0.048709351373
19, 8,0.3, 0.0980543483185
19, 8,0.35, 0.148939419772
19, 8,0.4, 0.179705787755
19, 8,0.45, 0.177054950556
19, 8,0.5, 0.144161224365
19, 9,0.01, 8.35450073252e-14
19, 9,0.05, 1.08027580025e-07
19, 9,0.1, 3.22102169396e-05
19, 9,0.15, 0.000699164138053
19, 9,0.2, 0.00507853425753
19, 9,0.25, 0.0198445505594
19, 9,0.3, 0.0513618015001
19, 9,0.35, 0.0980199600206
19, 9,0.4, 0.14642693817
19, 9,0.45, 0.177054950556
19, 9,0.5, 0.176197052002
19, 10,0.01, 8.4388896288e-16
19, 10,0.05, 5.6856621066e-09
19, 10,0.1, 3.57891299328e-06
19, 10,0.15, 0.000123381906715
19, 10,0.2, 0.00126963356438
19, 10,0.25, 0.00661485018645
19, 10,0.3, 0.0220122006429
19, 10,0.35, 0.0527799784727
19, 10,0.4, 0.0976179587803
19, 10,0.45, 0.144863141364
19, 10,0.5, 0.176197052002
19, 11,0.01, 6.97428894943e-18
19, 11,0.05, 2.44837124207e-10
19, 11,0.1, 3.25355726662e-07
19, 11,0.15, 1.78144999001e-05
19, 11,0.2, 0.000259697774533
19, 11,0.25, 0.00180405005085
19, 11,0.3, 0.0077185638618
19, 11,0.35, 0.0232527177887
19, 11,0.4, 0.0532461593347
19, 11,0.45, 0.0969744995905
19, 11,0.5, 0.144161224365
19, 12,0.01, 4.69649087503e-20
19, 12,0.05, 8.59077628798e-12
19, 12,0.1, 2.41004241972e-08
19, 12,0.15, 2.09582351765e-06
19, 12,0.2, 4.32829624222e-05
19, 12,0.25, 0.0004009000113
19, 12,0.3, 0.00220530396051
19, 12,0.35, 0.00834712946259
19, 12,0.4, 0.0236649597043
19, 12,0.45, 0.0528951815948
19, 12,0.5, 0.0961074829102
19, 13,0.01, 2.55442394135e-22
19, 13,0.05, 2.43463295611e-13
19, 13,0.1, 1.4419057212e-09
19, 13,0.15, 1.99150650999e-07
19, 13,0.2, 5.82655263375e-06
19, 13,0.25, 7.19564122846e-05
19, 13,0.3, 0.00050891629858
19, 13,0.35, 0.00242017363117
19, 13,0.4, 0.00849511374001
19, 13,0.45, 0.0233034716117
19, 13,0.5, 0.0517501831055
19, 14,0.01, 1.10581123002e-24
19, 14,0.05, 5.49165328445e-15
19, 14,0.1, 6.86621772e-11
19, 14,0.15, 1.50618139411e-08
19, 14,0.2, 6.24273496474e-07
19, 14,0.25, 1.02794874692e-05
19, 14,0.3, 9.34744221882e-05
19, 14,0.35, 0.000558501607192
19, 14,0.4, 0.00242717535429
19, 14,0.45, 0.00817134718852
19, 14,0.5, 0.0221786499023
19, 15,0.01, 3.72327013476e-27
19, 15,0.05, 9.63447944641e-17
19, 15,0.1, 2.5430436e-12
19, 15,0.15, 8.85989055358e-10
19, 15,0.2, 5.20227913728e-08
19, 15,0.25, 1.14216527436e-06
19, 15,0.3, 1.3353488884e-05
19, 15,0.35, 0.000100243878214
19, 15,0.4, 0.000539372300953
19, 15,0.45, 0.00222854923323
19, 15,0.5, 0.00739288330078
19, 16,0.01, 9.40219731e-30
19, 16,0.05, 1.267694664e-18
19, 16,0.1, 7.06401e-14
19, 16,0.15, 3.90877524423e-11
19, 16,0.2, 3.2514244608e-09
19, 16,0.25, 9.51804395299e-08
19, 16,0.3, 1.43073095186e-06
19, 16,0.35, 1.34943682211e-05
19, 16,0.4, 8.98953834922e-05
19, 16,0.45, 0.000455839615889
19, 16,0.5, 0.0018482208252
19, 17,0.01, 1.675971e-32
19, 17,0.05, 1.17742538452e-20
19, 17,0.1, 1.3851e-15
19, 17,0.15, 1.21726564699e-12
19, 17,0.2, 1.434451968e-10
19, 17,0.25, 5.59884938411e-09
19, 17,0.3, 1.08206542578e-07
19, 17,0.35, 1.28227028345e-06
19, 17,0.4, 1.05759274697e-05
19, 17,0.45, 6.58164151283e-05
19, 17,0.5, 0.000326156616211
19, 18,0.01, 1.881e-35
19, 18,0.05, 6.88552856445e-23
19, 18,0.1, 1.71e-17
19, 18,0.15, 2.38679538626e-14
19, 18,0.2, 3.9845888e-12
19, 18,0.25, 2.07364792004e-10
19, 18,0.3, 5.1526925037e-09
19, 18,0.35, 7.67170255058e-08
19, 18,0.4, 7.8340203479e-07
19, 18,0.45, 5.98331046621e-06
19, 18,0.5, 3.62396240234e-05
19, 19,0.01, 1e-38
19, 19,0.05, 1.90734863281e-25
19, 19,0.1, 1e-19
19, 19,0.15, 2.21683782005e-16
19, 19,0.2, 5.24288e-14
19, 19,0.25, 3.63797880709e-12
19, 19,0.3, 1.162261467e-10
19, 19,0.35, 2.17416671474e-09
19, 19,0.4, 2.74877906944e-08
19, 19,0.45, 2.57654517684e-07
19, 19,0.5, 1.90734863281e-06
20, 0,0.01, 0.817906937597
20, 0,0.05, 0.358485922409
20, 0,0.1, 0.121576654591
20, 0,0.15, 0.0387595310845
20, 0,0.2, 0.0115292150461
20, 0,0.25, 0.00317121193893
20, 0,0.3, 0.000797922662976
20, 0,0.35, 0.000181245458363
20, 0,0.4, 3.65615844006e-05
20, 0,0.45, 6.4158439153e-06
20, 0,0.5, 9.53674316406e-07
20, 1,0.01, 0.165233724767
20, 1,0.05, 0.377353602535
20, 1,0.1, 0.270170343535
20, 1,0.15, 0.136798345004
20, 1,0.2, 0.0576460752303
20, 1,0.25, 0.0211414129262
20, 1,0.3, 0.00683933711122
20, 1,0.35, 0.00195187416699
20, 1,0.4, 0.000487487792008
20, 1,0.45, 0.000104986536796
20, 1,0.5, 1.90734863281e-05
20, 2,0.01, 0.0158557614676
20, 2,0.05, 0.188676801268
20, 2,0.1, 0.285179807064
20, 2,0.15, 0.229338401919
20, 2,0.2, 0.136909428672
20, 2,0.25, 0.0669478075997
20, 2,0.3, 0.0278458725243
20, 2,0.35, 0.00998458708499
20, 2,0.4, 0.00308742268272
20, 2,0.45, 0.000816031717822
20, 2,0.5, 0.000181198120117
20, 3,0.01, 0.000960955240458
20, 3,0.05, 0.0595821477687
20, 3,0.1, 0.190119871376
20, 3,0.15, 0.242828896149
20, 3,0.2, 0.205364143008
20, 3,0.25, 0.133895615199
20, 3,0.3, 0.0716036722053
20, 3,0.35, 0.0322578967361
20, 3,0.4, 0.0123496907309
20, 3,0.45, 0.00400597388749
20, 3,0.5, 0.0010871887207
20, 4,0.01, 4.12531290095e-05
20, 4,0.05, 0.0133275856851
20, 4,0.1, 0.0897788281499
20, 4,0.15, 0.182121672112
20, 4,0.2, 0.218199401946
20, 4,0.25, 0.189685454866
20, 4,0.3, 0.130420974374
20, 4,0.35, 0.0738209559923
20, 4,0.4, 0.0349907904042
20, 4,0.45, 0.0139298637451
20, 4,0.5, 0.00462055206299
20, 5,0.01, 1.33343447304e-06
20, 5,0.05, 0.00224464601012
20, 5,0.1, 0.03192136112
20, 5,0.15, 0.102845179546
20, 5,0.2, 0.174559521557
20, 5,0.25, 0.202331151857
20, 5,0.3, 0.17886305057
20, 5,0.35, 0.12719918571
20, 5,0.4, 0.0746470195289
20, 5,0.45, 0.0364709159872
20, 5,0.5, 0.0147857666016
20, 6,0.01, 3.36725877029e-08
20, 6,0.05, 0.000295348159227
20, 6,0.1, 0.00886704475554
20, 6,0.15, 0.0453728733289
20, 6,0.2, 0.109099700973
20, 6,0.25, 0.168609293214
20, 6,0.3, 0.191638982753
20, 6,0.35, 0.171229673071
20, 6,0.4, 0.124411699215
20, 6,0.45, 0.074599600883
20, 6,0.5, 0.0369644165039
20, 7,0.01, 6.80254297029e-10
20, 7,0.05, 3.10892799186e-05
20, 7,0.1, 0.00197045439012
20, 7,0.15, 0.0160139552926
20, 7,0.2, 0.0545498504865
20, 7,0.25, 0.112406195476
